Sample	ID	Lane	Patient	Type	RG9MTD1	RG9MTD1_num	Expression	Gene
197N	R18046394LD01-BDESCCDNA197N	R18046394LD01	197	Normal	NO	0	11.733	MT-ND6
197N	R18046394LD01-BDESCCDNA197N	R18046394LD01	197	Normal	NO	0	84.812	MT-RNR1
197N	R18046394LD01-BDESCCDNA197N	R18046394LD01	197	Normal	NO	0	649.164	MT-RNR2
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	143.016	MT-ATP6
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	4.295	MT-ATP8
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	3636.505	MT-CO1
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	600.973	MT-CO2
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	2274.994	MT-CO3
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	172.304	MT-CYB
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	67.799	MT-ND1
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	67.284	MT-ND2
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	95.343	MT-ND3
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	224.814	MT-ND4
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	23.02	MT-ND4L
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	148.654	MT-ND5
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	9.62	MT-ND6
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	31.036	MT-RNR1
198N	R18046395LD01-BDESCCDNA198N	R18046395LD01	198	Normal	NO	0	566.158	MT-RNR2
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	263.464	MT-ATP6
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	7.687	MT-ATP8
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	5078.739	MT-CO1
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	969.324	MT-CO2
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	2375.358	MT-CO3
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	328.553	MT-CYB
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	172.748	MT-ND1
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	137.791	MT-ND2
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	238.953	MT-ND3
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	372.271	MT-ND4
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	38.074	MT-ND4L
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	284.414	MT-ND5
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	18.076	MT-ND6
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	1042.05	MT-RNR1
200N	R18046396LD01-BDESCCDNA200N	R18046396LD01	200	Normal	NO	0	2046.025	MT-RNR2
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	111.173	MT-ATP6
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	5.048	MT-ATP8
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	3220.362	MT-CO1
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	473.73	MT-CO2
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	1693.422	MT-CO3
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	169.331	MT-CYB
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	89.253	MT-ND1
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	69.559	MT-ND2
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	134.907	MT-ND3
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	175.937	MT-ND4
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	16.38	MT-ND4L
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	138.881	MT-ND5
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	9.882	MT-ND6
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	48.281	MT-RNR1
201N	R18046397LD01-BDESCCDNA201N	R18046397LD01	201	Normal	NO	0	746.283	MT-RNR2
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	126.47	MT-ATP6
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	5.372	MT-ATP8
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	3991.669	MT-CO1
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	706.383	MT-CO2
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	2099.585	MT-CO3
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	178.688	MT-CYB
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	91.717	MT-ND1
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	76.948	MT-ND2
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	122.763	MT-ND3
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	283.47	MT-ND4
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	26.125	MT-ND4L
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	180.554	MT-ND5
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	14.193	MT-ND6
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	60.449	MT-RNR1
202N	R18046398LD01-BDESCCDNA202N	R18046398LD01	202	Normal	NO	0	880.321	MT-RNR2
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	190.662	MT-ATP6
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	7.377	MT-ATP8
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	4304.431	MT-CO1
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	822.562	MT-CO2
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	2432.936	MT-CO3
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	211.621	MT-CYB
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	130.612	MT-ND1
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	110.269	MT-ND2
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	182.836	MT-ND3
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	275.459	MT-ND4
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	29.46	MT-ND4L
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	234.523	MT-ND5
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	15.718	MT-ND6
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	62.585	MT-RNR1
203N	R18046399LD01-BDESCCDNA203N	R18046399LD01	203	Normal	NO	0	743.348	MT-RNR2
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	97.695	MT-ATP6
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	2.978	MT-ATP8
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	2730.749	MT-CO1
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	498.014	MT-CO2
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	1803.041	MT-CO3
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	127.182	MT-CYB
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	64.857	MT-ND1
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	64.571	MT-ND2
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	84.64	MT-ND3
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	164.523	MT-ND4
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	13.469	MT-ND4L
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	115.491	MT-ND5
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	8.046	MT-ND6
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	30.495	MT-RNR1
204N	R18046400LD01-BDESCCDNA204N	R18046400LD01	204	Normal	NO	0	508.283	MT-RNR2
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	68.253	MT-ATP6
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	5.514	MT-ATP8
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	2883.421	MT-CO1
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	281.891	MT-CO2
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	1266.395	MT-CO3
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	120.726	MT-CYB
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	45.71	MT-ND1
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	61.386	MT-ND2
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	61.144	MT-ND3
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	155.408	MT-ND4
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	22.127	MT-ND4L
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	121.281	MT-ND5
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	11.688	MT-ND6
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	83.374	MT-RNR1
205N	R18046401LD01-BDESCCDNA205N	R18046401LD01	205	Normal	NO	0	372.514	MT-RNR2
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	99.979	MT-ATP6
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	6.039	MT-ATP8
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	3309.216	MT-CO1
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	390.775	MT-CO2
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	1622.316	MT-CO3
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	109.122	MT-CYB
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	55.497	MT-ND1
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	57.818	MT-ND2
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	114.965	MT-ND3
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	190.621	MT-ND4
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	20.885	MT-ND4L
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	112.029	MT-ND5
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	12.721	MT-ND6
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	83.4	MT-RNR1
207N	R18046402LD01-BDESCCDNA207N	R18046402LD01	207	Normal	NO	0	504.929	MT-RNR2
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	161.513	MT-ATP6
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	10.482	MT-ATP8
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	4493.29	MT-CO1
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	623.337	MT-CO2
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	1982.663	MT-CO3
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	262.162	MT-CYB
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	92.655	MT-ND1
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	128.754	MT-ND2
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	138.775	MT-ND3
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	396.698	MT-ND4
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	45.544	MT-ND4L
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	311.83	MT-ND5
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	28.059	MT-ND6
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	271.861	MT-RNR1
208N	R18046403LD01-BDESCCDNA208N	R18046403LD01	208	Normal	NO	0	1230.088	MT-RNR2
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	115.706	MT-ATP6
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	8.303	MT-ATP8
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	4169.913	MT-CO1
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	438.518	MT-CO2
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	1512.964	MT-CO3
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	219.945	MT-CYB
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	90.704	MT-ND1
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	103.147	MT-ND2
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	95.495	MT-ND3
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	314.184	MT-ND4
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	42.608	MT-ND4L
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	243.156	MT-ND5
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	14.117	MT-ND6
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	240.458	MT-RNR1
209N	R18046404LD01-BDESCCDNA209N	R18046404LD01	209	Normal	NO	0	896.899	MT-RNR2
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	122.298	MT-ATP6
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	7.278	MT-ATP8
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	3679.122	MT-CO1
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	482.544	MT-CO2
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	1803.747	MT-CO3
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	198.468	MT-CYB
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	72.886	MT-ND1
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	97.072	MT-ND2
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	142.353	MT-ND3
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	333.023	MT-ND4
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	42.627	MT-ND4L
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	195.349	MT-ND5
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	14.172	MT-ND6
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	203.009	MT-RNR1
210N	R18046405LD01-BDESCCDNA210N	R18046405LD01	210	Normal	NO	0	854.172	MT-RNR2
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	149.158	MT-ATP6
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	9.712	MT-ATP8
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	3960.394	MT-CO1
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	569.273	MT-CO2
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	1903.946	MT-CO3
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	280.484	MT-CYB
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	85.923	MT-ND1
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	130.211	MT-ND2
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	140.162	MT-ND3
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	318.748	MT-ND4
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	37.734	MT-ND4L
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	183.495	MT-ND5
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	15.815	MT-ND6
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	135.81	MT-RNR1
211N	R18046406LD01-BDESCCDNA211N	R18046406LD01	211	Normal	NO	0	722.173	MT-RNR2
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	83.408	MT-ATP6
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	7.291	MT-ATP8
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	2749.312	MT-CO1
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	389.515	MT-CO2
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	1453.896	MT-CO3
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	138.958	MT-CYB
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	51.584	MT-ND1
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	64.812	MT-ND2
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	129.981	MT-ND3
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	179.427	MT-ND4
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	18.715	MT-ND4L
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	111.741	MT-ND5
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	13.68	MT-ND6
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	114.14	MT-RNR1
212N	R18046407LD01-BDESCCDNA212N	R18046407LD01	212	Normal	NO	0	623.685	MT-RNR2
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	99.754	MT-ATP6
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	6.929	MT-ATP8
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	2556.504	MT-CO1
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	316.124	MT-CO2
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	1174.545	MT-CO3
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	152.544	MT-CYB
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	60.386	MT-ND1
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	66.7	MT-ND2
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	91.747	MT-ND3
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	195.326	MT-ND4
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	23.149	MT-ND4L
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	128.549	MT-ND5
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	9.111	MT-ND6
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	103.912	MT-RNR1
213N	R18046408LD01-BDESCCDNA213N	R18046408LD01	213	Normal	NO	0	681.291	MT-RNR2
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	94.39	MT-ATP6
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	7.022	MT-ATP8
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	3103.275	MT-CO1
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	421.848	MT-CO2
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	1604.638	MT-CO3
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	160.469	MT-CYB
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	63.002	MT-ND1
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	51.084	MT-ND2
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	115.736	MT-ND3
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	204.979	MT-ND4
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	22.912	MT-ND4L
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	133.165	MT-ND5
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	9.959	MT-ND6
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	66.023	MT-RNR1
214N	R18046409LD01-BDESCCDNA214N	R18046409LD01	214	Normal	NO	0	396.809	MT-RNR2
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	98.069	MT-ATP6
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	8.077	MT-ATP8
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	2978.504	MT-CO1
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	368.245	MT-CO2
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	1561.996	MT-CO3
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	141.045	MT-CYB
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	56.909	MT-ND1
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	55.933	MT-ND2
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	90.395	MT-ND3
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	172.377	MT-ND4
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	20.563	MT-ND4L
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	121.795	MT-ND5
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	13.159	MT-ND6
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	170.089	MT-RNR1
215N	R18046410LD01-BDESCCDNA215N	R18046410LD01	215	Normal	NO	0	605.104	MT-RNR2
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	428.023	MT-ATP6
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	27.417	MT-ATP8
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	6614.34	MT-CO1
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	892.569	MT-CO2
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	2243.976	MT-CO3
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	529.807	MT-CYB
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	315.779	MT-ND1
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	229.172	MT-ND2
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	185.818	MT-ND3
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	698.601	MT-ND4
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	86.245	MT-ND4L
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	602.755	MT-ND5
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	46.092	MT-ND6
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	261.901	MT-RNR1
217N	R18046412LD01-BDESCCDNA217N	R18046412LD01	217	Normal	NO	0	1178.984	MT-RNR2
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	417.336	MT-ATP6
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	30.455	MT-ATP8
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	6419.764	MT-CO1
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	1020.947	MT-CO2
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	2327.576	MT-CO3
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	508.145	MT-CYB
218N	R18046413LD01-BDESCCDNA218N	R18046413LD01	218	Normal	NO	0	229.23	MT-ND1
